# score prediction true_values loss
4.012394287109375000e+03 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
-1.424314880371093750e+01 6.520468787130084820e-07 0.000000000000000000e+00 5.960462772236496676e-07
7.431518066406250000e+03 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
1.788112792968750000e+02 1.000000000000000000e+00 0.000000000000000000e+00 1.788112792968750000e+02
4.481942871093750000e+03 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
-8.830694580078125000e+01 4.454313033743153323e-39 0.000000000000000000e+00 0.000000000000000000e+00
8.889699218750000000e+03 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
9.395731201171875000e+02 1.000000000000000000e+00 0.000000000000000000e+00 9.395731201171875000e+02
7.858528808593750000e+03 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
8.210799560546875000e+02 1.000000000000000000e+00 0.000000000000000000e+00 8.210799560546875000e+02
3.265591601562500000e+04 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
5.874290527343750000e+03 1.000000000000000000e+00 0.000000000000000000e+00 5.874290527343750000e+03
2.070458789062500000e+04 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
3.569539794921875000e+03 1.000000000000000000e+00 0.000000000000000000e+00 3.569539794921875000e+03
4.536699218750000000e+03 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
2.118724822998046875e+02 1.000000000000000000e+00 0.000000000000000000e+00 2.118724822998046875e+02
1.776166406250000000e+04 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
2.044066528320312500e+03 1.000000000000000000e+00 0.000000000000000000e+00 2.044066528320312500e+03
